id	description	en	local
		RGB	RGB
		HSV	HSV
		Composite Channels	Composite Channels
		Red/Hue	Red/Hue
		Green/Sat	Green/Sat
		Blue/Val	Blue/Val
		Instrument 1	Instrument 1
		Instrument 2	Instrument 2
		Instrument 3	Instrument 3
		Instrument 4	Instrument 4
		Display Name	顯示名稱
		Dial	指針儀表
		Indicator	指示器
		Gauge	Gauge
		Arrow Button	Arrow Button
		Flip Switch	反轉開關
		Seven Segment	Seven Segment		
		Radial Segment	Radial Segment
		Bar Segment	Bar Segment
		Max Power	最大動力
		RPS Limiter	RPS 限制器
		Blade Count	槳葉數量
		2 Blades	2 個槳葉
		3 Blades	3 個槳葉
		4 Blades	4 個槳葉
		5 Blades	5 個槳葉
		6 Blades	6 個槳葉
		7 Blades	7 個槳葉
		8 Blades	8 個槳葉
		Blade Pitch	槳葉角度
		positive	positive
		neutral	neutral
		Min Throttle	最小油門
		Max Throttle	最大油門
		Decimal Point Position	Decimal Point Position
		Decimals Disabled	Decimals Disabled
		Sound Type	Sound Type
		Warning 1	警告 1
		Warning 2	警告 2
		Warning 3	警告 3
		Beep 1	嗶聲 1
		Beep 2	嗶聲 2
		Seatbelt	安全帶
		Volume	音量
		Roll	Roll
		Pitch	Pitch
		Yaw	Yaw
		Preview	預覽
		Blink On Duration	Blink On Duration
		Blink Off Duration	Blink Off Duration
		Delay Timer	Delay Timer
		Low Threshold	Low Threshold
		High Threshold	High Threshold
		Output Value	輸出值
		Proportional Gain	Proportional Gain
		Integral Gain	Integral Gain
		Derivative Gain	Derivative Gain
		Reset Value	重設值
		Charge Time	充電時間
		Discharge Time	Discharge Time
		Sensor Mode	感測器模式
		Absolute	Absolute
		Directional	Directional
		Horizontal	Horizontal
		Vertical	Vertical
		Function	函式
		Inverse Sine	Inverse Sine
		Inverse Cosine	Inverse Cosine
		Inverse Tangent	Inverse Tangent
		Exponent	Exponent
		No properties exposed.	No properties exposed.
		Speed	速度
		Max Power	
		Gear Ratio	齒輪比
		Parachute Size	降落傘大小
		Label	標籤
		Mode	模式		
		Sticky	貼上
		Toggle	切換
		Push	推
		Trim	配平
		Trim Axis 1	配平軸 1
		Trim Axis 2	配平軸 2
		Trim Axis 3	配平軸 3
		Trim Axis 4	配平軸 4
		Spring Strength	Spring Strength
		Ratio 1	比值 1
		Ratio 2	比值 2
		Fluid Type	流體類型
		Water	水
		Empty	空的
		Allow Water	允許 水
		Allow Diesel	允許 柴油
		Allow Jet Fuel	允許 航空燃油
		Allow Air	允許 空氣
		Allow Exhaust	允許 排氣
		Allow Crude Oil	允許 原油
		Grip	Grip
		Tyre Tread	Tyre Tread
		All Round	All Round
		High Speed	High Speed
		High Grip	High Grip
		Stiffness	剛性
		Damping	減震
		Tyre Radius	輪胎半徑
		Tyre Pressure	輪胎壓力
		Track Tension	履帶張力	
		VIDEO	影像
		Edit video transfer nodes.	編輯影像傳輸節點.
		video	影像
		Edit audio transfer nodes.	編輯音源傳輸節點
		audio	音源
		ROPE	ROPE
		Edit rope transfer nodes.	Edit rope transfer nodes.
		rope	rope
		ROPE	
		sail	sail
		Edit rope transfer nodes.	
		LUA SCRIPTING OVERVIEW	LUA SCRIPTING OVERVIEW
		Lua scripting gives you the tools to create advanced logic components using the Lua scripting language. Stormworks provides a number of functions to allow your script to interface with your vehicle's logic system, as well as drawing to in-game monitors.\n\nThis guide outlines the functions that are available for use in your scripts but it is not a comprehensive tutorial on using the Lua language.	Lua scripting gives you the tools to create advanced logic components using the Lua scripting language. Stormworks provides a number of functions to allow your script to interface with your vehicle's logic system, as well as drawing to in-game monitors.\n\nThis guide outlines the functions that are available for use in your scripts but it is not a comprehensive tutorial on using the Lua language.
		SCRIPT BASICS	SCRIPT BASICS
		The tick function will be called once every logic tick and should be used for reading composite data and any required processing. Screen functions will have no effect if called within onTick.	The tick function will be called once every logic tick and should be used for reading composite data and any required processing. Screen functions will have no effect if called within onTick.
		The draw function will be called any time this script is drawn by a monitor. Note that it can be called multiple times if this microcontroller is connected to multiple monitors whereas onTick is only called once. Composite input/output functions will have no effect if called within onDraw.	The draw function will be called any time this script is drawn by a monitor. Note that it can be called multiple times if this microcontroller is connected to multiple monitors whereas onTick is only called once. Composite input/output functions will have no effect if called within onDraw.
		COMPOSITE INPUT/OUTPUT	COMPOSITE INPUT/OUTPUT
		PROPERTIES	屬性
		Read the values of property components within this microcontroller directly. The label passed to each function should match the label that has been set for the property you're trying to access (case-sensitive).	Read the values of property components within this microcontroller directly. The label passed to each function should match the label that has been set for the property you're trying to access (case-sensitive).
		Read values from the composite input. Index ranges from 1 - 32.	Read values from the composite input. Index ranges from 1 - 32.		
		Set values on the composite output. Index ranges from 1 - 32.	Set values on the composite output. Index ranges from 1 - 32.
		DRAWING	繪圖
		Set the current draw colour. Values range from 0 - 255.	Set the current draw colour. Values range from 0 - 255.
		Set the current draw colour and transparency. Values range from 0 - 255.	Set the current draw colour and transparency. Values range from 0 - 255.
		Clear the screen with the current colour.	Clear the screen with the current colour.
		Draw line from (x1, y1) to (x2, y2).	Draw line from (x1, y1) to (x2, y2).
		Draw circle at (x, y) with radius.	Draw circle at (x, y) with radius.
		Draw filled circle at (x, y) with radius.	Draw filled circle at (x, y) with radius.
		Draw rectangle at (x, y) with width and height.	Draw rectangle at (x, y) with width and height.
		Draw filled rectangle at (x, y) with width and height.	Draw filled rectangle at (x, y) with width and height.
		Draw triangle between (x1, y1), (x2, y2) and (x3, y3).	Draw triangle between (x1, y1), (x2, y2) and (x3, y3).
		Draw filled triangle between (x1, y1), (x2, y2) and (x3, y3).	Draw filled triangle between (x1, y1), (x2, y2) and (x3, y3).
		Draw text at (x, y). Each character is 4 pixels wide and 5 pixels tall.	Draw text at (x, y). Each character is 4 pixels wide and 5 pixels tall.
		Draw text within the rectangle at (x, y) with width and height. Text alignment can be specified using the last two parameters and ranges from -1 to 1 (left to right, top to bottom). If either of the alignment parameters are omitted, the text will be drawn top-left by default. Text will automatically wrap at spaces when possible, and will overflow the top/bottom of the specified rectangle if too large.	Draw text within the rectangle at (x, y) with width and height. Text alignment can be specified using the last two parameters and ranges from -1 to 1 (left to right, top to bottom). If either of the alignment parameters are omitted, the text will be drawn top-left by default. Text will automatically wrap at spaces when possible, and will overflow the top/bottom of the specified rectangle if too large.
		Draw the world map centred on map coordinate (x,y) with zoom level ranging from 0.1 to 50.	Draw the world map centred on map coordinate (x,y) with zoom level ranging from 0.1 to 50.
		Set the colours used for rendering the map. Values range from 0 - 255, alpha is optional.	Set the colours used for rendering the map. Values range from 0 - 255, alpha is optional.
		Get the width/height of the screen currently being rendered to.	Get the width/height of the screen currently being rendered to.
		MAP	地圖
		Convert pixel coordinates into world coordinates.	Convert pixel coordinates into world coordinates.
		Convert world coordinates into pixel coordinates.	Convert world coordinates into pixel coordinates.
		LUA FUNCTIONS	LUA 函式
		The following global lua functions are available:\n\n- pairs\n- ipairs\n- next\n- tostring\n- tonumber\n\nand additional functions are available through the following lua libraries:\n\n- math\n- table\n- string\n\nFor full documentation of the functions provided by these libraries, visit https://www.lua.org/manual/.	The following global lua functions are available:\n\n- pairs\n- ipairs\n- next\n- tostring\n- tonumber\n\nand additional functions are available through the following lua libraries:\n\n- math\n- table\n- string\n\nFor full documentation of the functions provided by these libraries, visit https://www.lua.org/manual/.
		TELEMETRY FUNCTIONS	TELEMETRY FUNCTIONS
		The following global async functions are available:\n\n- httpGet\n\nHTTP requests are sent to the localhost on the specified port. Responses are caught with the httpReply(port, request_body, response_body) callback function.\n\nasync.httpGet(port, request_body)\n\nExample of a HTTP request sent to port 80:	The following global async functions are available:\n\n- httpGet\n\nHTTP requests are sent to the localhost on the specified port. Responses are caught with the httpReply(port, request_body, response_body) callback function.\n\nasync.httpGet(port, request_body)\n\nExample of a HTTP request sent to port 80:	
		META FROM THE DEVS	開發者的META
		This scripting API is very powerful and as such there are some important reminders to take note of:\n\n- Your script has a max execution time of 1000 milliseconds, however it is still possible to create scripts that significantly slow down the game. It is your responsibility to ensure your script runs efficiently.\n\n- Random number functions are provided by the Lua math library. Use of randomness in your scripts is likely to cause desync in multiplayer, so use these functions at your own risk.\n\n- When your vehicle despawns and respawns, your script will be executed 'fresh' and any state stored within the script will be lost. We recommend keeping your script as stateless as possible, and making use of existing logic components (e.g. memory register) to store values that you wish to persist.\n\n- Your scripts run as a 'black box' with only the logic inputs/outputs being synced in multiplayer. Keep in mind that complex logic in your script may behave differently for different players in a multiplayer session.\n\n- A number of safeguards are in place to sandbox your script, however it is still possible to write scripts that will potentially crash your game. If you crash your game with a script, it's likely that you're doing something (very) wrong. This is your own responsibility. If you suspect you have encountered a legitimate bug, please report it on the Stormworks issue tracker (accessible from the pause-menu).\n\n- Malicious and harmful scripts will not be tolerated on the Stormworks Steam Workshop.\n\nFinally, enjoy the almost limitless possibilities that these scripts provide. This short wiki aims to give a good overview of how scripting in Stormworks works, however if you have any questions that are not covered here, please feel free to join us on Discord (accessible from the pause-menu)!	This scripting API is very powerful and as such there are some important reminders to take note of:\n\n- Your script has a max execution time of 1000 milliseconds, however it is still possible to create scripts that significantly slow down the game. It is your responsibility to ensure your script runs efficiently.\n\n- Random number functions are provided by the Lua math library. Use of randomness in your scripts is likely to cause desync in multiplayer, so use these functions at your own risk.\n\n- When your vehicle despawns and respawns, your script will be executed 'fresh' and any state stored within the script will be lost. We recommend keeping your script as stateless as possible, and making use of existing logic components (e.g. memory register) to store values that you wish to persist.\n\n- Your scripts run as a 'black box' with only the logic inputs/outputs being synced in multiplayer. Keep in mind that complex logic in your script may behave differently for different players in a multiplayer session.\n\n- A number of safeguards are in place to sandbox your script, however it is still possible to write scripts that will potentially crash your game. If you crash your game with a script, it's likely that you're doing something (very) wrong. This is your own responsibility. If you suspect you have encountered a legitimate bug, please report it on the Stormworks issue tracker (accessible from the pause-menu).\n\n- Malicious and harmful scripts will not be tolerated on the Stormworks Steam Workshop.\n\nFinally, enjoy the almost limitless possibilities that these scripts provide. This short wiki aims to give a good overview of how scripting in Stormworks works, however if you have any questions that are not covered here, please feel free to join us on Discord (accessible from the pause-menu)!
		TOUCHSCREEN DATA	觸控螢幕數據
		The composite output from the monitors contains data that can be interpreted in your script to create touchscreens. The layout of the composite data is as follows:\n\nNumber Channels\n1: monitorResolutionX\n2: monitorResolutionY\n3: input1X\n4: input1Y\n5: input2X\n6: input2Y\n\nOn/Off Channels:\n1: isInput1Pressed\n2: isInput2Pressed\n\nThis is an example of a script that outputs a signal on composite channel 1 if the player is pressing the screen within a specific rectangle:	The composite output from the monitors contains data that can be interpreted in your script to create touchscreens. The layout of the composite data is as follows:\n\nNumber Channels\n1: monitorResolutionX\n2: monitorResolutionY\n3: input1X\n4: input1Y\n5: input2X\n6: input2Y\n\nOn/Off Channels:\n1: isInput1Pressed\n2: isInput2Pressed\n\nThis is an example of a script that outputs a signal on composite channel 1 if the player is pressing the screen within a specific rectangle:
		Check Errors	檢查錯誤
		Script	腳本	
		Help	幫助
		Burn Rate	Burn Rate
		Infrared	Infrared
		Default to Active	預設啟用
		sec	秒
		rps	rps
		Muzzle Velocity	Muzzle Velocity
		Helicopters	直升機
		Planes	飛機
		Heavy Aircraft	大型飛機
		Jets	噴射機
		Afterburner	後燃器
		VTOL	垂直起降
		Large Jets	大型噴射機
		Jet Ducting	噴射管道
		Solid Rockets	固體火箭
		Doors	門
		Docking Doors	擴展門
		Custom Doors	自訂門
		Large Boats	大型船
		Shipping	運輸
		Navigation	導航
		Radar and Sonar	雷達和聲納
		Rescue Equipment	救援設備
		Diving Equipment	Diving Equipment
		Deep Sea Diving	深海潛水
		Firefighting Equipment	消防設備
		Advanced Rescue Equipment	先進的救援裝備
		Arctic Rescue	北極救援
		Sensors	感測器
		Advanced Sensors	進階感測器
		Weather Sensors	天氣感測器
		Buttons	按鈕
		Keypads	鍵盤
		Displays	顯示器
		Advanced Displays	進階顯示器
		Video Equipment	影像設備
		Basic Mechanics	基本機械
		Compact Mechanics	組件機械
		Land Vehicles	陸地載具
		Heavy Land Vehicles	大型陸地載具
		Trains	列車
		Tank Tracks Small	坦克履帶(小)
		Tank Tracks Medium	坦克履帶(中)
		Tank Tracks Large	坦克履帶(大)
		Arctic Land Vehicles	北極陸地載具
		Decorations	装飾
		Railings	欄杆
		Basic Logic	基本邏輯
		Functions	Functions
		Behaviour	行為
		Advanced Logic	高級邏輯
		Electrics	電器
		High Capacity Electrics	高容量電器
		Radio RX	無線電(RX)
		Fluid Management	流體管理
		Advanced Fluid Management	進階流體管理
		Water Jets	噴水推進器
		UNLOCKS	解鎖
		RESEARCH PATH	研究路徑
		Begin Research	開始研究
		Attach	Attach
		Detach	Detach
		Apply First Aid	Apply First Aid	
		Revive	Revive
		Cannot Equip In Active Slot	Cannot Equip In Active Slot
		Keep Vehicle Active	啟用載具
		Cargo Object	貨物物件
		Fire Extinguished	Fire Extinguished
		Reported Forest Fires	Reported Forest Fires
		Put out forest fire	Put out forest fire
		Put out this forest fire that will cause major environmental damage.	Put out this forest fire that will cause major environmental damage.
		A forest fire has appeared that threatens local flora and fauna.	A forest fire has appeared that threatens local flora and fauna.
		An uncontrolled blaze has sprung up, decimating the natural scenery.	An uncontrolled blaze has sprung up, decimating the natural scenery.
		Extinguish the wildfire before it gets out of control.	Extinguish the wildfire before it gets out of control.
		A forest fire needs to be extinguished.	A forest fire needs to be extinguished.
		Cargo Zone	Cargo Zone
		Pickup	Pickup
		Dropoff	Dropoff
		Cargo Dropoff Point	Cargo Dropoff Point
		Cargo Pickup Point	Cargo Pickup Point
		Imported Cargo	Imported Cargo
		Exported Cargo	Exported Cargo
		Nearby Cargo	Nearby Cargo
		Crate	
		Passenger	乘客
		Container	
		Vehicle editing is disabled.	Vehicle editing is disabled.
		You must be authorised to use workbench.	Вы должны быть одобрены на создание построек.
		Explosion ignition point	Explosion ignition point
		Explosion magnitude	Explosion magnitude
		Begin	Begin
		End	End
		Hardware	Hardware
		Config	Config
		Settling	Settling
		Returning to menu	Returning to menu
		OS	OS
		CPU	CPU
		RAM	RAM
		GPU Vendor	GPU Vendor
		GPU	GPU
		Min/Avg/Max	Min/Avg/Max
		Samples	Samples
		Frame	Frame
		Thread	Thread
		Framerate (FPS)	Framerate (FPS)
		Frame Time (ms)	Frame Time (ms)
		CPU Active Time (ms)	CPU Active Time (ms)
		CPU Utilization	CPU Utilization
		FPS	FPS
		Diving Equipment	潛水裝備
		Firefighting Outfit	Firefighting Outfit
		Scuba Gear	Scuba Gear
		Parachute	
		Thermal Clothing	Thermal Clothing
		Binoculars	Binoculars
		Cable	Cable
		Compass	Compass
		Defibrillator	Defibrillator
		First Aid Kit	First Aid Kit
		Flaregun	Flaregun
		Flaregun Ammo	Flaregun Ammo
		Flashlight	Flashlight
		Hose	Hose
		Night Vision Binoculars	Night Vision Binoculars
		Oxygen Mask	氧氣面罩
		Radio	無線電
		Radio Signal Locator	Radio Signal Locator
		Remote Control Unit	Remote Control Unit
		Rope	Rope
		Strobe Light	Strobe Light
		Strobe Light (infrared)	Strobe Light (infrared)
		Transponder	Transponder
		Underwater Welding Torch	Underwater Welding Torch
		Welding Torch	Welding Torch
			
			
			
		[$[action_equipment_use]] Open parachute [$[action_equipment_secondary]] Close parachute	[$[action_equipment_use]] Open parachute [$[action_equipment_secondary]] Close parachute
			
		[$[action_equipment_use]] Zoom in	[$[action_equipment_use]] Zoom in
			
			
		[$[action_equipment_use]] Revive incapaciated player	[$[action_equipment_use]] Revive incapaciated player
		[$[action_equipment_use]] Spray water	[$[action_equipment_use]] Spray water
		[$[action_equipment_use]] Heal self / target	[$[action_equipment_use]] Heal self / target
		[$[action_equipment_use]] Throw flare	[$[action_equipment_use]] Throw flare
		[$[action_equipment_use]] Fire flare [$[action_equipment_secondary]] Unload	[$[action_equipment_use]] Fire flare [$[action_equipment_secondary]] Unload
		[$[action_equipment_use]] Reload flaregun	[$[action_equipment_use]] Reload flaregun
		[$[action_equipment_use]] Toggle flashlight	[$[action_equipment_use]] Toggle flashlight
		[$[action_equipment_secondary]] Toggle hose nozzle	[$[action_equipment_secondary]] Toggle hose nozzle
		[$[action_equipment_use]] Zoom in	
		[$[action_equipment_use]] Recover oxygen	[$[action_equipment_use]] Recover oxygen
		[$[action_equipment_use]] Transmit [$[action_equipment_secondary]] Cycle frequency	[$[action_equipment_use]] Transmit [$[action_equipment_secondary]] Cycle frequency
			
		[$[action_equipment_use]] Toggle control [$[action_equipment_secondary]] cycle frequency	[$[action_equipment_use]] Toggle control [$[action_equipment_secondary]] cycle frequency
			
		[$[action_equipment_use]] Toggle strobe [$[action_equipment_secondary]] Toggle MOB mode	[$[action_equipment_use]] Toggle strobe [$[action_equipment_secondary]] Toggle MOB mode	
		[$[action_equipment_use]] Toggle strobe [$[action_equipment_secondary]] Toggle MOB mode	
		[$[action_equipment_use]] Toggle transmit [$[action_equipment_secondary]] Toggle MOB mode	[$[action_equipment_use]] Toggle transmit [$[action_equipment_secondary]] Toggle MOB mode
		[$[action_equipment_use]] Repair	[$[action_equipment_use]] Repair
		[$[action_equipment_use]] Repair	
		Detailed	Detailed
		Simple	Simple
		Incapacitated	Incapacitated
		Respawn	重新生成
		Respawning is Disabled	Respawning is Disabled
		Spawn Vehicle	生成載具
		There is already a vehicle in the edit zone, are you sure you would like to spawn this vehicle?	There is already a vehicle in the edit zone, are you sure you would like to spawn this vehicle?
		Unload	Unload
		Reload	Reload
		25mm Ammo Box	25mm Ammo Box
		30mm Ammo Box	30mm Ammo Box
		40mm Ammo Box	40mm Ammo Box
		105mm Shell	105mm Shell
		203mm Shell	203mm Shell
		Temperature	溫度
		Auto Refuel	自動加油
		Third Person Vehicle	Third Person Vehicle
		BLUEPRINT UNLOCK	藍圖解鎖	
		BLUEPRINT	藍圖		
		AI	AI
		Ship Pilot	Ship Pilot
		Helicopter Pilot	Helicopter Pilot
def_01_block_name		Block	方塊		
def_01_block_desc		The block is a quarter-metre in size. Components can be attached to all 6 faces.	The block is a quarter-metre in size. Components can be attached to all 6 faces.		
def_01_block_s_desc		Basic cube-shaped building block.	基本的立方體型建造方塊		
def_01_block_static_name		Static Block	靜態方塊		
def_01_block_static_desc		This block cannot be removed.	This block cannot be removed.		
def_01_block_static_s_desc		Static root block used as a base for all vehicles.	Static root block used as a base for all vehicles.		
def_01_block_weight_name		Weight Block	Weight Block		
def_01_block_weight_desc		Weight blocks have a larger impact on the vehicle's centre of mass, making them useful for balance and stability.	Weight blocks have a larger impact on the vehicle's centre of mass, making them useful for balance and stability.		
def_01_block_weight_s_desc		Basic cube-shaped building block with an increased mass.	Basic cube-shaped building block with an increased mass.		
def_02_wedge_name		Wedge	楔型方塊		
def_02_wedge_desc		Components can be attached to all faces, with the exception of the sloped face.	Components can be attached to all faces, with the exception of the sloped face.		
def_02_wedge_s_desc		Basic wedge-shaped building block.	Basic wedge-shaped building block.		
def_03_pyramid_name		Pyramid	錐形方塊		
def_03_pyramid_desc		Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.	Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.		
def_03_pyramid_s_desc		Basic pyramid-shaped building block. 	Basic pyramid-shaped building block.		
def_04_invpyramid_name		Inverse Pyramid	倒錐形方塊		
def_04_invpyramid_desc		Components can be attached to all faces, with the exception of the triangular face. Inverse pyramids are useful for closing gaps between perpendicular lines of wedge and pyramid blocks.	Components can be attached to all faces, with the exception of the triangular face. Inverse pyramids are useful for closing gaps between perpendicular lines of wedge and pyramid blocks.		
def_04_invpyramid_s_desc		Basic inverse pyramid-shaped building block.	Basic inverse pyramid-shaped building block.		
def_05_wedge_2_name		Wedge 1x2	楔型方塊 1x2
def_05_wedge_2_desc		Components can be attached to all faces, with the exception of the sloped face.	Components can be attached to all faces, with the exception of the sloped face.
def_05_wedge_2_s_desc		1x2 wedge-shaped building block.	1x2 wedge-shaped building block.
def_06_pyramid_2_name		Pyramid 1x2	錐形方塊 1x2
def_06_pyramid_2_desc		Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.	Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.
def_06_pyramid_2_s_desc		1x2 pyramid-shaped building block. 	1x2 pyramid-shaped building block.
def_07_invpyramid_2_name		Inverse pyramid 1x2	倒錐形方塊 1x2
def_07_invpyramid_2_desc		Components can be attached to all faces, with the exception of the triangular face. Inverse pyramids are useful for closing gaps between perpendicular lines of wedge and pyramid blocks.	Components can be attached to all faces, with the exception of the triangular face. Inverse pyramids are useful for closing gaps between perpendicular lines of wedge and pyramid blocks.
def_07_invpyramid_2_s_desc		1x2 inverse pyramid-shaped building block.	1x2 inverse pyramid-shaped building blockт.
def_08_wedge_4_name		Wedge 1x4	楔型方塊 1x4
def_08_wedge_4_desc		Components can be attached to all faces, with the exception of the sloped face.	Components can be attached to all faces, with the exception of the sloped face.
def_08_wedge_4_s_desc		1x4 wedge-shaped building block.	1x4 wedge-shaped building block.
def_09_pyramid_4_name		Pyramid 1x4	錐形方塊 1x4
def_09_pyramid_4_desc		Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.	Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.
def_09_pyramid_4_s_desc		1x4 pyramid-shaped building block. 	1x4 pyramid-shaped building block.
def_10_invpyramid_4_name		Inverse Pyramid 1x4	倒錐形方塊 1x4
def_10_invpyramid_4_desc		Components can be attached to all faces, with the exception of the triangular face. Inverse pyramids are useful for closing gaps between perpendicular lines of wedge and pyramid blocks.	Components can be attached to all faces, with the exception of the triangular face. Inverse pyramids are useful for closing gaps between perpendicular lines of wedge and pyramid blocks.
def_10_invpyramid_4_s_desc		1x4 inverse pyramid-shaped building block.	1x4 inverse pyramid-shaped building block.
def_11_pyramid_2x2_name		Pyramid 2x2	錐形方塊 2x2
def_11_pyramid_2x2_desc		Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.	Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.
def_11_pyramid_2x2_s_desc		2x2 pyramid-shaped building block. 	2x2 pyramid-shaped building block.
def_12_pyramid_2x4_name		Pyramid 2x4	錐形方塊 2x4
def_12_pyramid_2x4_desc		Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.	Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.
def_12_pyramid_2x4_s_desc		2x4 pyramid-shaped building block. 	
def_13_pyramid_4x4_name		Pyramid 4x4	錐形方塊 4x4
def_13_pyramid_4x4_desc		Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.	Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.
def_13_pyramid_4x4_s_desc		4x4 pyramid-shaped building block. 	4x4 pyramid-shaped building block.
def_14_invpyramid_2x2_name		Inverse Pyramid 2x2	倒錐形方塊 2x2
def_14_invpyramid_2x2_desc		Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.	Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.
def_14_invpyramid_2x2_s_desc		2x2 inverse pyramid-shaped building block.	2x2 inverse pyramid-shaped building block.
def_15_invpyramid_2x4_name		Inverse Pyramid 2x4	倒錐形方塊 2x4
def_15_invpyramid_2x4_desc		Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.	Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.
def_15_invpyramid_2x4_s_desc		2x4 inverse pyramid-shaped building block.	2x4 inverse pyramid-shaped building block.
def_16_invpyramid_4x4_name		Inverse Pyramid 4x4	倒錐形方塊 4x4
def_16_invpyramid_4x4_desc		Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.	Components can be attached to all faces, with the exception of the triangular face. Pyramids can act as a corner-piece for perpendicular lines of wedge blocks.
def_16_invpyramid_4x4_s_desc		4x4 inverse pyramid-shaped building block.	4x4 inverse pyramid-shaped building block.
def_aircraft_engine_name		Medium Engine	發動機 (中)		
def_aircraft_engine_desc		An on/off signal controls engine startup and throttle signal controls energy output.	An on/off signal controls engine startup and throttle signal controls energy output.		
def_aircraft_engine_s_desc		Medium diesel engine that can be connected to powered components.	Medium diesel engine that can be connected to powered components.		
def_aircraft_engine_node_0_label		Throttle	油門		
def_aircraft_engine_node_0_desc		Standard value between 0 and 1 that controls the throttle of the engine.	通過-1和1之間的數位訊號輸入控制發動機油門前進後退.		
def_aircraft_engine_node_1_label		Starter	啟動		
def_aircraft_engine_node_1_desc		Increases the engine RPS using electrical power to start up the engine.	Increases the engine RPS using electrical power to start up the engine.	
def_aircraft_engine_node_2_label		Power	動力		
def_aircraft_engine_node_2_desc		The power supplied by the engine for inputting to other components.	引擎的動力出口，可用於輸入其他組件.		
def_aircraft_engine_node_3_label		Fuel	燃油		
def_aircraft_engine_node_3_desc		The fuel supply for the engine.	燃料供给口.		
def_aircraft_engine_node_4_label		Air	空氣		
def_aircraft_engine_node_4_desc		The air supply for the engine.	空氣供给口.		
def_aircraft_engine_node_5_label		In Coolant	冷卻液輸入口		
def_aircraft_engine_node_5_desc		The return flow (cold) for the coolant system.	冷卻液(冷)流入口.		
def_aircraft_engine_node_6_label		Out Coolant	冷卻液排出口		
def_aircraft_engine_node_6_desc		The output flow (hot) for the coolant system.	冷卻液(熱)流出口.		
def_aircraft_engine_node_7_label		Exhaust	排氣		
def_aircraft_engine_node_7_desc		Out flow for combusted fumes from the engine.	排出引擎的廢氣.		
def_aircraft_engine_node_8_label		Exhaust	排氣		
def_aircraft_engine_node_8_desc		Out flow for combusted fumes from the engine.	排出引擎的廢氣.		
def_aircraft_engine_node_9_label		RPS	RPS		
def_aircraft_engine_node_9_desc		Output value giving data info on engine speed.	輸出當前引擎轉速的值.		
def_aircraft_engine_node_10_label		Temperature	溫度		
def_aircraft_engine_node_10_desc		Output value giving data info on engine temperature.	輸出當前引擎溫度的值.		
def_aircraft_engine_node_11_label		Electric	電力		
def_aircraft_engine_node_11_desc		Electrical power connection.	電源連接.		
def_aircraft_propeller_name		Aircraft Propeller	飛機螺旋漿		
def_aircraft_propeller_desc		The amount of thrust produced is directly linked to how much torque it receives from a connected engine.	The amount of thrust produced is directly linked to how much torque it receives from a connected engine.		
def_aircraft_propeller_s_desc		A large propeller that can be used to generate thrust.	可用於製造推力的大型螺旋槳.		
def_aircraft_propeller_node_0_label		Power Received	接收動力		
def_aircraft_propeller_node_0_desc		Receives power generated by an engine.	接收來自引擎的動力		
def_aircraft_propeller_node_1_label		Collective	Collective		
def_aircraft_propeller_node_1_desc		Standard value between -1 and 1 representing the desired pitch amount.	Standard value between -1 and 1 representing the desired pitch amount.		
def_altimeter_name		Altimeter	高度計		
def_altimeter_desc		Outputs distance above sea-level in meters.	輸出當前海拔高度，以公尺為單位.		
def_altimeter_s_desc		An altitude sensor.	An altitude sensor.		
def_altimeter_node_0_label		Altitude	高度		
def_altimeter_node_0_desc		The measured altitude of the component in metres above sea-level.	測量當前海拔高度，以公尺為單位.		
def_angular_speed_sensor_name		Angular Speed Sensor	角速度傳感器
def_angular_speed_sensor_desc		This sensor outputs the angular speed of the component about the component's y axis.	This sensor outputs the angular speed of the component about the component's y axis.
